Map,Winner,Team1StartingSide,Team2StartingSide,AverageACSTeam1,AverageACSTeam2,AverageKillsTeam1,AverageKillsTeam2,TotalFKTeam1,TotalFKTeam2,TotalFDTeam1,TotalFDTeam2,TotalKillsTeam1,TotalKillsTeam2,TotalDeathsTeam1,TotalDeathsTeam2,TotalFKFDTeam1,TotalFKFDTeam2,EntryFKFDTeam1,EntryFKFDTeam2,HsPercentageTeam1,HsPercentageTeam2
Breeze,1,T,CT,208.2,169.0,21.8,17.4,12,18,18,12,109,87,87,109,-6,6,-1.2,1.2,31.2,25.0
Haven,1,CT,T,226.4,160.4,14.2,9.4,7,11,11,7,71,47,47,71,-4,4,-0.8,0.8,28.6,24.6
Bind,1,T,CT,199.0,178.8,14.6,13.0,10,11,11,10,73,65,65,73,-1,1,-0.2,0.2,26.4,23.4
Breeze,1,CT,T,222.4,122.2,14.2,6.6,13,5,5,13,71,33,33,71,8,-8,1.6,-1.6,26.8,25.6
Fracture,-1,CT,T,193.8,218.8,14.2,16.2,11,10,10,11,71,81,81,71,1,-1,0.2,-0.2,23.6,28.4
Ascent,-1,CT,T,172.2,219.6,10.4,14.8,8,11,11,8,52,74,74,52,-3,3,-0.6,0.6,27.4,31.0
Haven,1,CT,T,221.4,173.2,17.8,13.6,12,11,11,12,89,68,68,89,1,-1,0.2,-0.2,27.6,31.4
Icebox,-1,CT,T,199.0,225.6,16.2,18.4,15,9,9,15,81,92,92,81,6,-6,1.2,-1.2,25.0,29.4
Haven,-1,CT,T,189.0,207.6,14.2,16.2,10,12,12,10,71,81,81,71,-2,2,-0.4,0.4,22.0,36.6
Bind,1,CT,T,200.2,195.2,15.8,14.6,13,10,10,13,79,73,73,79,3,-3,0.6,-0.6,29.4,28.4
Ascent,1,T,CT,223.2,175.2,13.0,9.0,10,6,6,10,65,45,45,65,4,-4,0.8,-0.8,25.2,25.4
Pearl,1,T,CT,193.8,200.2,15.8,16.8,11,13,13,11,79,84,84,79,-2,2,-0.4,0.4,23.2,33.8
Bind,-1,CT,T,181.6,221.2,14.6,16.6,9,14,14,9,73,83,83,73,-5,5,-1.0,1.0,18.4,27.6
Ascent,-1,CT,T,204.8,204.0,17.2,17.2,14,10,10,14,86,86,86,86,4,-4,0.8,-0.8,21.8,31.8
Haven,-1,CT,T,172.0,206.8,12.2,15.4,5,16,16,5,61,77,77,61,-11,11,-2.2,2.2,27.0,25.2
Ascent,1,T,CT,228.8,157.2,14.2,8.4,12,5,5,12,71,42,42,71,7,-7,1.4,-1.4,24.2,21.4
Fracture,-1,T,CT,194.8,203.6,16.6,18.8,12,14,14,12,83,94,94,83,-2,2,-0.4,0.4,26.2,22.2
Ascent,-1,CT,T,173.2,222.4,12.0,16.0,5,15,15,5,60,80,80,60,-10,10,-2.0,2.0,20.6,26.0
Fracture,-1,T,CT,160.4,247.6,10.0,18.0,7,13,13,7,50,90,90,50,-6,6,-1.2,1.2,24.8,25.0
Breeze,1,T,CT,211.8,193.2,13.6,11.4,8,10,10,8,68,57,57,68,-2,2,-0.4,0.4,21.0,17.4
Haven,-1,CT,T,164.6,239.0,8.6,15.0,8,9,9,8,43,75,75,43,-1,1,-0.2,0.2,21.6,25.0
Ascent,1,CT,T,204.0,199.0,18.4,17.6,10,16,16,10,92,88,88,92,-6,6,-1.2,1.2,26.2,19.2
Bind,1,T,CT,204.6,181.0,17.2,15.0,10,14,14,10,86,75,75,86,-4,4,-0.8,0.8,22.0,25.8
Fracture,1,CT,T,237.8,159.2,16.8,10.4,12,7,7,12,84,52,52,84,5,-5,1.0,-1.0,27.6,28.2
Ascent,-1,CT,T,170.6,229.2,11.8,16.8,6,14,14,6,59,84,84,59,-8,8,-1.6,1.6,29.4,23.6
Bind,-1,CT,T,152.8,226.4,7.8,13.4,9,7,7,9,39,67,67,39,2,-2,0.4,-0.4,28.2,18.0
Breeze,1,CT,T,203.0,192.4,16.6,15.0,10,13,13,10,83,75,75,83,-3,3,-0.6,0.6,30.6,32.4
Fracture,1,CT,T,222.2,194.8,16.0,14.4,13,8,8,13,80,72,72,80,5,-5,1.0,-1.0,22.2,22.4
Breeze,-1,T,CT,194.8,198.4,14.6,15.4,9,13,13,9,73,77,77,73,-4,4,-0.8,0.8,31.4,26.8
Ascent,-1,T,CT,190.4,211.6,19.4,22.0,17,13,13,17,97,110,110,97,4,-4,0.8,-0.8,24.8,22.6
Icebox,-1,CT,T,181.0,222.4,11.2,15.0,5,14,14,5,56,75,75,56,-9,9,-1.8,1.8,26.2,23.8
Breeze,1,CT,T,194.6,193.4,16.6,15.8,12,12,12,12,83,79,79,83,0,0,0.0,0.0,23.4,25.6
Icebox,1,CT,T,244.8,163.6,16.0,9.8,8,10,10,8,80,49,49,80,-2,2,-0.4,0.4,26.8,20.6
Fracture,1,CT,T,231.8,169.0,14.4,9.4,12,5,5,12,72,47,47,72,7,-7,1.4,-1.4,21.0,28.6
Haven,-1,CT,T,195.6,217.0,16.4,18.4,8,16,16,8,82,92,92,82,-8,8,-1.6,1.6,17.2,22.4
Bind,1,T,CT,189.6,220.0,22.2,25.8,18,16,16,18,111,129,129,111,2,-2,0.4,-0.4,21.6,25.8
Breeze,-1,CT,T,185.2,217.2,14.2,17.8,11,12,12,11,71,89,89,71,-1,1,-0.2,0.2,26.2,33.0
Ascent,1,CT,T,219.6,203.6,23.0,21.0,12,18,18,12,115,105,105,115,-6,6,-1.2,1.2,28.4,27.0
Icebox,1,CT,T,271.2,183.6,15.0,8.6,9,6,6,9,75,43,43,75,3,-3,0.6,-0.6,25.2,23.6
Bind,-1,T,CT,159.4,239.8,11.0,16.6,7,13,13,7,55,83,83,55,-6,6,-1.2,1.2,28.2,20.0
Haven,-1,CT,T,181.6,204.4,16.2,18.6,16,10,10,16,81,93,93,81,6,-6,1.2,-1.2,30.8,21.4
Breeze,-1,T,CT,195.4,201.2,16.0,17.0,9,15,15,9,80,85,85,80,-6,6,-1.2,1.2,32.4,24.4
Bind,1,CT,T,184.8,177.8,14.4,14.0,9,14,14,9,72,70,70,72,-5,5,-1.0,1.0,30.2,22.6
Fracture,-1,CT,T,183.2,206.8,13.4,14.8,11,10,10,11,67,74,74,67,1,-1,0.2,-0.2,18.4,21.8
Ascent,1,T,CT,202.6,201.2,16.6,17.4,12,12,12,12,83,87,87,83,0,0,0.0,0.0,25.6,19.8
Fracture,1,CT,T,230.2,183.0,16.2,11.6,12,7,7,12,81,58,58,81,5,-5,1.0,-1.0,27.8,19.8
Breeze,1,T,CT,188.4,178.6,15.0,14.6,10,13,13,10,75,73,73,75,-3,3,-0.6,0.6,29.4,25.0
Ascent,1,T,CT,202.6,201.2,16.6,17.4,12,12,12,12,83,87,87,83,0,0,0.0,0.0,25.6,19.8
Fracture,1,CT,T,230.2,183.0,16.2,11.6,12,7,7,12,81,58,58,81,5,-5,1.0,-1.0,27.8,19.8
Breeze,1,T,CT,188.4,178.6,15.0,14.6,10,13,13,10,75,73,73,75,-3,3,-0.6,0.6,29.4,25.0
Breeze,-1,T,CT,194.8,198.4,14.6,15.4,9,13,13,9,73,77,77,73,-4,4,-0.8,0.8,31.4,26.8
Ascent,-1,T,CT,190.4,211.6,19.4,22.0,17,13,13,17,97,110,110,97,4,-4,0.8,-0.8,24.8,22.6
Icebox,-1,CT,T,181.0,222.4,11.2,15.0,5,14,14,5,56,75,75,56,-9,9,-1.8,1.8,26.2,23.8
Breeze,-1,T,CT,195.4,201.2,16.0,17.0,9,15,15,9,80,85,85,80,-6,6,-1.2,1.2,32.4,24.4
Bind,1,CT,T,184.8,177.8,14.4,14.0,9,14,14,9,72,70,70,72,-5,5,-1.0,1.0,30.2,22.6
Fracture,-1,CT,T,183.2,206.8,13.4,14.8,11,10,10,11,67,74,74,67,1,-1,0.2,-0.2,18.4,21.8
Breeze,-1,CT,T,185.2,217.2,14.2,17.8,11,12,12,11,71,89,89,71,-1,1,-0.2,0.2,26.2,33.0
Ascent,1,CT,T,219.6,203.6,23.0,21.0,12,18,18,12,115,105,105,115,-6,6,-1.2,1.2,28.4,27.0
Icebox,1,CT,T,271.2,183.6,15.0,8.6,9,6,6,9,75,43,43,75,3,-3,0.6,-0.6,25.2,23.6
Bind,-1,T,CT,159.4,239.8,11.0,16.6,7,13,13,7,55,83,83,55,-6,6,-1.2,1.2,28.2,20.0
Haven,-1,CT,T,181.6,204.4,16.2,18.6,16,10,10,16,81,93,93,81,6,-6,1.2,-1.2,30.8,21.4
Breeze,-1,CT,T,210.2,206.2,20.0,20.0,15,13,13,15,100,100,100,100,2,-2,0.4,-0.4,33.0,26.2
Ascent,1,T,CT,203.2,182.0,16.4,14.0,13,10,10,13,82,70,70,82,3,-3,0.6,-0.6,25.4,25.6
Icebox,1,T,CT,222.2,183.8,21.4,17.6,18,10,10,18,107,88,88,107,8,-8,1.6,-1.6,28.0,24.0
Ascent,-1,T,CT,190.2,236.2,15.0,18.8,10,13,13,10,75,94,94,75,-3,3,-0.6,0.6,27.8,18.8
Fracture,-1,T,CT,200.4,202.8,21.6,22.2,16,16,16,16,108,111,111,108,0,0,0.0,0.0,25.6,21.8
Icebox,-1,T,CT,199.0,206.8,16.0,17.6,11,13,12,12,80,88,88,81,-1,1,-0.2,0.2,23.4,22.6
Breeze,1,T,CT,199.8,196.0,20.2,18.4,15,13,13,15,101,92,92,101,2,-2,0.4,-0.4,24.8,27.4
Ascent,1,T,CT,221.8,191.4,26.8,23.4,20,16,16,20,134,117,117,134,4,-4,0.8,-0.8,27.8,26.0
Icebox,1,T,CT,198.6,215.0,16.2,17.2,12,12,12,12,81,86,86,81,0,0,0.0,0.0,26.2,28.2
Bind,-1,CT,T,186.6,231.4,12.2,16.2,7,13,13,7,61,81,81,61,-6,6,-1.2,1.2,23.8,28.0
Ascent,-1,CT,T,184.8,207.0,15.2,17.2,12,12,12,12,76,86,86,76,0,0,0.0,0.0,25.2,28.8
Fracture,1,T,CT,194.6,178.4,15.2,13.2,11,11,11,11,76,66,66,76,0,0,0.0,0.0,27.8,18.6
Ascent,1,T,CT,206.4,197.2,16.8,16.2,12,12,12,12,84,81,81,84,0,0,0.0,0.0,27.0,17.8
Haven,1,T,CT,236.6,175.4,16.2,10.6,8,11,11,8,81,53,54,81,-3,3,-0.6,0.6,30.2,24.4
Breeze,-1,T,CT,166.0,219.8,12.0,16.2,8,13,13,8,60,81,81,60,-5,5,-1.0,1.0,27.8,25.6
Ascent,1,T,CT,220.0,177.8,17.0,13.4,15,7,7,15,85,67,67,85,8,-8,1.6,-1.6,28.2,25.0
Haven,1,CT,T,240.8,159.4,15.2,9.2,12,6,6,12,76,46,46,76,6,-6,1.2,-1.2,31.6,35.8
Icebox,1,CT,T,220.8,169.8,15.8,11.4,13,7,7,13,79,57,57,79,6,-6,1.2,-1.2,30.4,25.0
Icebox,-1,T,CT,190.6,216.0,13.0,15.4,10,10,10,10,65,77,77,65,0,0,0.0,0.0,26.0,24.6
Fracture,-1,T,CT,181.6,224.4,11.8,15.4,8,11,11,8,59,77,77,59,-3,3,-0.6,0.6,25.4,27.0
Haven,-1,T,CT,192.2,222.2,14.6,17.8,11,11,11,11,73,89,89,73,0,0,0.0,0.0,27.6,24.4
Breeze,1,T,CT,219.0,191.8,16.8,13.6,12,9,9,12,84,68,68,84,3,-3,0.6,-0.6,28.0,24.2
Fracture,1,CT,T,198.2,194.2,22.4,20.8,21,11,11,21,112,104,104,112,10,-10,2.0,-2.0,24.2,21.0
Bind,-1,T,CT,169.6,227.4,9.8,16.0,10,9,9,10,49,80,80,49,1,-1,0.2,-0.2,24.8,32.2
Icebox,-1,CT,T,206.8,224.8,18.2,20.4,13,13,13,13,91,102,102,91,0,0,0.0,0.0,35.6,35.2
Fracture,-1,CT,T,196.6,211.6,21.6,23.0,13,19,19,13,108,115,115,108,-6,6,-1.2,1.2,31.4,24.4
Breeze,1,T,CT,212.2,183.8,14.8,12.2,9,11,11,9,74,61,61,74,-2,2,-0.4,0.4,20.6,23.4
Haven,1,T,CT,213.0,196.6,18.0,15.0,15,9,9,15,90,75,75,90,6,-6,1.2,-1.2,25.6,27.0
Breeze,1,T,CT,217.2,184.6,15.8,12.6,11,9,9,11,79,63,63,79,2,-2,0.4,-0.4,23.8,28.4
Icebox,1,CT,T,222.4,212.4,16.2,15.2,9,12,12,9,81,76,76,81,-3,3,-0.6,0.6,21.0,27.8
Ascent,1,T,CT,206.2,193.0,14.4,13.0,11,9,9,11,72,65,65,72,2,-2,0.4,-0.4,27.6,19.8
Fracture,1,CT,T,212.0,179.8,16.8,14.4,10,13,13,10,84,72,72,84,-3,3,-0.6,0.6,24.4,21.6
Icebox,-1,CT,T,184.4,203.2,14.6,16.2,14,9,9,14,73,81,81,73,5,-5,1.0,-1.0,31.2,33.6
Breeze,-1,T,CT,186.4,226.2,11.6,15.8,5,14,14,5,58,79,79,58,-9,9,-1.8,1.8,28.0,27.6
Ascent,-1,T,CT,178.4,239.6,9.2,14.2,6,10,10,6,46,71,71,46,-4,4,-0.8,0.8,32.2,33.8
Icebox,-1,T,CT,190.6,216.0,13.0,15.4,10,10,10,10,65,77,77,65,0,0,0.0,0.0,26.0,24.6
Fracture,-1,T,CT,181.6,224.4,11.8,15.4,8,11,11,8,59,77,77,59,-3,3,-0.6,0.6,25.4,27.0
Haven,-1,T,CT,192.2,222.2,14.6,17.8,11,11,11,11,73,89,89,73,0,0,0.0,0.0,27.6,24.4
Icebox,-1,CT,T,184.4,203.2,14.6,16.2,14,9,9,14,73,81,81,73,5,-5,1.0,-1.0,31.2,33.6
Breeze,-1,T,CT,186.4,226.2,11.6,15.8,5,14,14,5,58,79,79,58,-9,9,-1.8,1.8,28.0,27.6
Ascent,-1,T,CT,178.4,239.6,9.2,14.2,6,10,10,6,46,71,71,46,-4,4,-0.8,0.8,32.2,33.8
Ascent,1,T,CT,206.2,193.0,14.4,13.0,11,9,9,11,72,65,65,72,2,-2,0.4,-0.4,27.6,19.8
Fracture,1,CT,T,212.0,179.8,16.8,14.4,10,13,13,10,84,72,72,84,-3,3,-0.6,0.6,24.4,21.6
Haven,1,CT,T,240.8,159.4,15.2,9.2,12,6,6,12,76,46,46,76,6,-6,1.2,-1.2,31.6,35.8
Icebox,1,CT,T,220.8,169.8,15.8,11.4,13,7,7,13,79,57,57,79,6,-6,1.2,-1.2,30.4,25.0
Breeze,1,T,CT,217.2,184.6,15.8,12.6,11,9,9,11,79,63,63,79,2,-2,0.4,-0.4,23.8,28.4
Icebox,1,CT,T,222.4,212.4,16.2,15.2,9,12,12,9,81,76,76,81,-3,3,-0.6,0.6,21.0,27.8
Haven,-1,CT,T,180.2,226.0,10.8,15.0,7,11,11,7,54,75,75,54,-4,4,-0.8,0.8,20.4,27.0
Ascent,-1,T,CT,160.6,218.6,10.6,14.4,7,12,12,7,53,72,72,53,-5,5,-1.0,1.0,22.4,26.2
Split,-1,CT,T,183.0,202.0,13.8,16.0,11,11,11,11,69,80,80,69,0,0,0.0,0.0,35.2,30.8
Breeze,1,T,CT,193.2,163.6,15.6,12.8,11,12,12,11,78,64,64,78,-1,1,-0.2,0.2,28.2,23.6
Fracture,1,CT,T,238.8,179.8,16.2,11.6,9,10,10,9,81,58,58,81,-1,1,-0.2,0.2,29.0,28.2
Ascent,1,CT,T,192.6,187.4,16.0,14.4,15,9,9,15,80,72,72,80,6,-6,1.2,-1.2,31.0,27.0
Icebox,1,T,CT,244.4,145.0,13.0,6.4,9,5,5,9,65,32,32,65,4,-4,0.8,-0.8,33.8,23.6
Haven,-1,T,CT,186.4,205.2,15.6,17.0,11,13,13,11,78,85,85,78,-2,2,-0.4,0.4,21.6,21.4
Split,1,T,CT,214.0,199.0,18.2,16.4,11,13,13,11,91,82,82,91,-2,2,-0.4,0.4,23.2,29.6
Icebox,-1,T,CT,197.4,219.6,14.6,17.0,12,10,10,12,73,85,86,73,2,-2,0.4,-0.4,22.6,25.4
Bind,-1,CT,T,168.2,207.2,11.2,15.6,11,10,10,11,56,78,78,56,1,-1,0.2,-0.2,31.4,29.4
Icebox,1,CT,T,210.6,226.8,20.2,21.4,15,13,13,15,101,107,107,102,2,-2,0.4,-0.4,32.2,27.8
Ascent,-1,CT,T,127.4,174.0,11.8,18.2,8,7,7,8,59,91,91,59,1,-1,0.2,-0.2,26.6,26.0
Breeze,1,CT,T,218.2,219.6,16.8,17.0,9,13,13,9,84,85,85,84,-4,4,-0.8,0.8,33.2,28.6
Fracture,1,T,CT,213.2,196.0,18.0,16.8,14,10,10,14,90,84,84,90,4,-4,0.8,-0.8,26.2,23.0
Breeze,-1,T,CT,202.2,222.2,14.6,17.0,11,10,10,11,73,85,85,73,1,-1,0.2,-0.2,31.6,29.4
Bind,1,T,CT,212.2,184.6,16.2,13.4,14,7,7,14,81,67,67,81,7,-7,1.4,-1.4,25.4,30.4
Icebox,1,T,CT,224.6,208.8,26.2,25.0,23,11,11,23,131,125,125,131,12,-12,2.4,-2.4,27.8,32.0
Bind,1,T,CT,211.6,156.0,15.6,11.6,12,9,9,12,78,58,58,78,3,-3,0.6,-0.6,30.6,34.2
Icebox,-1,T,CT,216.0,209.0,18.0,17.6,10,14,14,10,90,88,88,91,-4,4,-0.8,0.8,28.4,29.8
Ascent,-1,T,CT,179.8,226.0,11.0,15.8,9,10,10,9,55,79,79,55,-1,1,-0.2,0.2,30.0,37.6
Breeze,-1,T,CT,191.4,219.0,14.2,16.4,6,15,15,6,71,82,82,71,-9,9,-1.8,1.8,47.2,38.2
Fracture,-1,CT,T,183.0,219.4,12.6,17.0,9,12,12,9,63,85,85,63,-3,3,-0.6,0.6,22.4,29.2
Haven,1,CT,T,198.4,194.0,17.0,16.2,7,17,16,8,85,81,81,86,-9,9,-1.8,1.8,32.2,35.6
Bind,1,CT,T,227.0,183.6,14.6,11.2,12,6,6,12,73,56,56,74,6,-6,1.2,-1.2,24.2,24.2
Haven,-1,T,CT,150.2,239.0,7.4,14.2,5,11,11,5,37,71,71,37,-6,6,-1.2,1.2,25.2,21.4
Fracture,-1,CT,T,186.6,222.0,14.8,17.0,12,11,11,12,74,85,85,74,1,-1,0.2,-0.2,26.4,20.2
Bind,-1,CT,T,193.4,210.2,15.2,17.0,12,11,11,12,76,85,85,76,1,-1,0.2,-0.2,25.8,22.8
Haven,-1,T,CT,176.0,234.8,9.2,14.0,8,8,8,8,46,70,70,46,0,0,0.0,0.0,30.4,23.0
Breeze,1,T,CT,201.6,199.2,25.0,24.2,17,19,19,17,125,121,121,125,-2,2,-0.4,0.4,23.6,22.2
Haven,1,T,CT,207.0,179.8,17.0,14.0,11,12,12,11,85,70,70,85,-1,1,-0.2,0.2,30.4,25.0
Bind,1,T,CT,224.2,201.6,17.2,14.4,15,6,6,15,86,72,72,86,9,-9,1.8,-1.8,23.2,28.4
Haven,1,CT,T,205.8,184.8,17.2,14.8,15,9,9,15,86,74,74,86,6,-6,1.2,-1.2,25.0,26.8
Bind,-1,CT,T,187.0,207.6,14.6,16.6,9,14,14,9,73,83,83,73,-5,5,-1.0,1.0,36.6,22.6
Icebox,1,T,CT,202.6,207.4,16.2,16.4,15,8,8,15,81,82,82,81,7,-7,1.4,-1.4,33.8,23.8
Haven,1,T,CT,218.2,180.2,16.4,12.8,11,10,10,11,82,64,64,82,1,-1,0.2,-0.2,27.4,25.4
Bind,1,T,CT,211.6,156.0,15.6,11.6,12,9,9,12,78,58,58,78,3,-3,0.6,-0.6,30.6,34.2
Icebox,-1,T,CT,216.0,209.0,18.0,17.6,10,14,14,10,90,88,88,91,-4,4,-0.8,0.8,28.4,29.8
Ascent,-1,T,CT,179.8,226.0,11.0,15.8,9,10,10,9,55,79,79,55,-1,1,-0.2,0.2,30.0,37.6
Breeze,-1,T,CT,191.4,219.0,14.2,16.4,6,15,15,6,71,82,82,71,-9,9,-1.8,1.8,47.2,38.2
Bind,-1,CT,T,187.0,207.6,14.6,16.6,9,14,14,9,73,83,83,73,-5,5,-1.0,1.0,36.6,22.6
Icebox,1,T,CT,202.6,207.4,16.2,16.4,15,8,8,15,81,82,82,81,7,-7,1.4,-1.4,33.8,23.8
Haven,1,T,CT,218.2,180.2,16.4,12.8,11,10,10,11,82,64,64,82,1,-1,0.2,-0.2,27.4,25.4
Bind,1,T,CT,224.2,201.6,17.2,14.4,15,6,6,15,86,72,72,86,9,-9,1.8,-1.8,23.2,28.4
Haven,1,CT,T,205.8,184.8,17.2,14.8,15,9,9,15,86,74,74,86,6,-6,1.2,-1.2,25.0,26.8
Breeze,-1,T,CT,202.2,222.2,14.6,17.0,11,10,10,11,73,85,85,73,1,-1,0.2,-0.2,31.6,29.4
Bind,1,T,CT,212.2,184.6,16.2,13.4,14,7,7,14,81,67,67,81,7,-7,1.4,-1.4,25.4,30.4
Icebox,1,T,CT,224.6,208.8,26.2,25.0,23,11,11,23,131,125,125,131,12,-12,2.4,-2.4,27.8,32.0
Breeze,1,T,CT,201.6,199.2,25.0,24.2,17,19,19,17,125,121,121,125,-2,2,-0.4,0.4,23.6,22.2
Haven,1,T,CT,207.0,179.8,17.0,14.0,11,12,12,11,85,70,70,85,-1,1,-0.2,0.2,30.4,25.0
Fracture,1,CT,T,224.8,179.2,13.2,9.6,10,6,6,10,66,48,48,66,4,-4,0.8,-0.8,23.0,20.8
Icebox,1,CT,T,233.8,193.0,16.6,12.4,11,9,9,11,83,62,62,83,2,-2,0.4,-0.4,25.2,26.2
Split,-1,CT,T,177.2,219.6,12.8,16.8,9,12,12,9,64,84,84,64,-3,3,-0.6,0.6,24.6,31.8
Icebox,-1,CT,T,206.8,231.8,15.4,18.0,13,9,9,13,77,90,90,77,4,-4,0.8,-0.8,25.4,25.0
Ascent,-1,T,CT,178.2,217.2,12.0,15.4,7,13,13,7,60,77,77,60,-6,6,-1.2,1.2,26.6,26.6
Bind,1,T,CT,223.2,172.8,15.8,11.6,10,10,10,10,79,58,58,79,0,0,0.0,0.0,27.4,20.2
Split,1,CT,T,201.6,205.4,18.0,19.2,11,15,15,11,90,96,96,90,-4,4,-0.8,0.8,29.6,31.2
Haven,1,T,CT,255.4,149.8,13.4,6.0,7,7,7,7,67,30,30,67,0,0,0.0,0.0,33.4,23.6
Split,1,T,CT,215.2,177.8,15.0,12.0,12,8,8,12,75,60,60,75,4,-4,0.8,-0.8,23.2,25.2
Fracture,1,T,CT,246.8,168.2,14.4,8.8,10,6,6,10,72,44,44,72,4,-4,0.8,-0.8,25.2,27.8
Bind,1,CT,T,209.8,191.4,17.6,16.0,12,12,12,12,88,80,80,88,0,0,0.0,0.0,32.2,27.6
